Unnamed: 0,p1,p3,p2
6 days 14:00:00,103.65,113.29,41.29
6 days 14:15:00,103.65,113.3,41.28
6 days 14:30:00,103.64,113.3,41.28
6 days 14:45:00,103.64,113.3,41.27
6 days 15:00:00,103.64,113.29,41.19
6 days 15:15:00,103.65,113.3,41.26
6 days 15:30:00,103.64,113.31,41.14
6 days 15:45:00,103.65,113.29,41.15
6 days 16:00:00,103.65,113.28,41.2
6 days 16:15:00,103.65,113.22,41.0
6 days 16:30:00,103.64,113.26,41.12
6 days 16:45:00,103.65,113.28,41.08
6 days 17:00:00,103.65,113.29,41.17
6 days 17:15:00,103.65,113.31,41.26
6 days 17:30:00,103.64,113.3,41.22
6 days 17:45:00,103.65,113.3,41.29
6 days 18:00:00,103.65,113.3,41.26
6 days 18:15:00,103.64,113.26,41.14
6 days 18:30:00,103.65,113.3,41.2
6 days 18:45:00,103.65,113.31,41.32
6 days 19:00:00,103.65,113.27,41.22
6 days 19:15:00,103.65,113.28,41.27
6 days 19:30:00,103.65,113.27,41.25
6 days 19:45:00,103.65,113.3,41.43
6 days 20:00:00,103.65,113.3,41.4
6 days 20:15:00,103.65,113.29,41.35
6 days 20:30:00,103.65,113.31,41.48
6 days 20:45:00,103.65,113.31,41.47
6 days 21:00:00,103.65,113.31,41.45
6 days 21:15:00,103.65,113.31,41.45
6 days 21:30:00,103.65,113.31,41.41
6 days 21:45:00,103.65,113.31,41.47
6 days 22:00:00,103.66,113.31,41.5
6 days 22:15:00,103.66,113.31,41.51
6 days 22:30:00,103.66,113.31,41.48
6 days 22:45:00,103.66,113.32,41.5
6 days 23:00:00,103.66,113.32,41.55
6 days 23:15:00,103.66,113.31,41.53
6 days 23:30:00,103.66,113.32,41.59
6 days 23:45:00,103.66,113.32,41.58
7 days 00:00:00,103.66,113.32,41.6
7 days 00:15:00,103.66,113.32,41.64
7 days 00:30:00,103.66,113.32,41.64
7 days 00:45:00,103.66,113.32,41.65
7 days 01:00:00,103.66,113.32,41.64
7 days 01:15:00,103.66,113.32,41.66
7 days 01:30:00,103.66,113.32,41.66
7 days 01:45:00,103.66,113.32,41.67
7 days 02:00:00,103.66,113.32,41.67
7 days 02:15:00,103.66,113.32,41.67
7 days 02:30:00,103.66,113.32,41.67
7 days 02:45:00,103.66,113.32,41.68
7 days 03:00:00,103.66,113.32,41.67
7 days 03:15:00,103.66,113.32,41.67
7 days 03:30:00,103.66,113.32,41.67
7 days 03:45:00,103.66,113.32,41.66
7 days 04:00:00,103.66,113.32,41.67
7 days 04:15:00,103.66,113.32,41.65
7 days 04:30:00,103.66,113.32,41.66
7 days 04:45:00,103.66,113.32,41.65
7 days 05:00:00,103.66,113.32,41.63
7 days 05:15:00,103.66,113.32,41.63
7 days 05:30:00,103.66,113.32,41.63
7 days 05:45:00,103.66,113.32,41.58
7 days 06:00:00,103.66,113.32,41.54
7 days 06:15:00,103.66,113.31,41.52
7 days 06:30:00,103.65,113.3,41.41
7 days 06:45:00,103.65,113.31,41.44
7 days 07:00:00,103.65,113.31,41.34
7 days 07:15:00,103.64,113.31,41.29
7 days 07:30:00,103.64,113.28,41.08
7 days 07:45:00,103.64,113.29,41.07
7 days 08:00:00,103.63,113.28,40.98
7 days 08:15:00,103.63,113.3,41.01
7 days 08:30:00,103.63,113.31,40.88
7 days 08:45:00,103.63,113.29,40.83
7 days 09:00:00,103.63,113.27,40.8
7 days 09:15:00,103.63,113.28,40.76
7 days 09:30:00,103.63,113.28,40.85
7 days 09:45:00,103.63,113.26,40.76
7 days 10:00:00,103.63,113.27,40.69
7 days 10:15:00,103.63,113.27,40.8
7 days 10:30:00,103.64,113.29,40.92
7 days 10:45:00,103.63,113.28,40.93
7 days 11:00:00,103.63,113.29,41.05
7 days 11:15:00,103.63,113.3,41.03
7 days 11:30:00,103.64,113.29,41.07
7 days 11:45:00,103.64,113.3,41.13
7 days 12:00:00,103.64,113.29,41.12
7 days 12:15:00,103.64,113.29,41.17
7 days 12:30:00,103.63,113.3,41.16
7 days 12:45:00,103.64,113.3,41.11
7 days 13:00:00,103.64,113.28,41.03
7 days 13:15:00,103.64,113.3,41.12
7 days 13:30:00,103.64,113.28,41.09
7 days 13:45:00,103.64,113.28,41.08
7 days 14:00:00,103.65,113.27,41.16
7 days 14:15:00,103.64,113.27,41.17
7 days 14:30:00,103.64,113.3,41.18
7 days 14:45:00,103.64,113.31,41.24
7 days 15:00:00,103.64,113.31,41.3
7 days 15:15:00,103.64,113.31,41.33
7 days 15:30:00,103.64,113.29,41.22
7 days 15:45:00,103.64,113.24,41.09
7 days 16:00:00,103.64,113.28,41.15
7 days 16:15:00,103.65,113.29,41.2
7 days 16:30:00,103.64,113.28,41.1
7 days 16:45:00,103.64,113.27,41.07
7 days 17:00:00,103.64,113.26,41.1
7 days 17:15:00,103.64,113.28,41.02
7 days 17:30:00,103.64,113.28,41.16
7 days 17:45:00,103.64,113.29,41.22
7 days 18:00:00,103.64,113.3,41.27
7 days 18:15:00,103.64,113.25,41.11
7 days 18:30:00,103.64,113.29,41.25
7 days 18:45:00,103.65,113.3,41.25
7 days 19:00:00,103.65,113.31,41.29
7 days 19:15:00,103.65,113.32,41.38
7 days 19:30:00,103.65,113.31,41.44
7 days 19:45:00,103.65,113.31,41.47
7 days 20:00:00,103.65,113.31,41.48
7 days 20:15:00,103.65,113.32,41.51
7 days 20:30:00,103.66,113.31,41.5
7 days 20:45:00,103.66,113.31,41.47
7 days 21:00:00,103.66,113.3,41.46
7 days 21:15:00,103.66,113.31,41.49
7 days 21:30:00,103.65,113.32,41.48
7 days 21:45:00,103.65,113.31,41.45
7 days 22:00:00,103.65,113.32,41.47
7 days 22:15:00,103.66,113.32,41.55
7 days 22:30:00,103.66,113.31,41.45
7 days 22:45:00,103.66,113.3,41.49
7 days 23:00:00,103.66,113.32,41.54
7 days 23:15:00,103.66,113.32,41.57
7 days 23:30:00,103.66,113.32,41.6
7 days 23:45:00,103.66,113.32,41.59
8 days 00:00:00,103.66,113.32,41.62
8 days 00:15:00,103.66,113.32,41.64
8 days 00:30:00,103.66,113.32,41.63
8 days 00:45:00,103.66,113.32,41.64
8 days 01:00:00,103.66,113.32,41.65
8 days 01:15:00,103.66,113.32,41.65
8 days 01:30:00,103.66,113.32,41.66
8 days 01:45:00,103.66,113.32,41.67
8 days 02:00:00,103.66,113.32,41.67
8 days 02:15:00,103.66,113.32,41.67
8 days 02:30:00,103.66,113.32,41.68
8 days 02:45:00,103.66,113.32,41.67
8 days 03:00:00,103.66,113.32,41.66
8 days 03:15:00,103.66,113.32,41.66
8 days 03:30:00,103.66,113.32,41.67
8 days 03:45:00,103.66,113.32,41.67
8 days 04:00:00,103.66,113.32,41.67
8 days 04:15:00,103.66,113.32,41.67
8 days 04:30:00,103.66,113.32,41.67
8 days 04:45:00,103.66,113.32,41.67
8 days 05:00:00,103.66,113.32,41.65
8 days 05:15:00,103.66,113.32,41.65
8 days 05:30:00,103.66,113.32,41.65
8 days 05:45:00,103.66,113.32,41.64
8 days 06:00:00,103.66,113.32,41.63
8 days 06:15:00,103.66,113.32,41.59
8 days 06:30:00,103.66,113.32,41.53
8 days 06:45:00,103.66,113.32,41.54
8 days 07:00:00,103.65,113.31,41.42
8 days 07:15:00,103.65,113.29,41.32
8 days 07:30:00,103.64,113.24,41.12
8 days 07:45:00,103.64,113.3,41.18
8 days 08:00:00,103.64,113.28,41.07
8 days 08:15:00,103.64,113.26,40.92
8 days 08:30:00,103.63,113.27,40.89
8 days 08:45:00,103.64,113.27,40.78
8 days 09:00:00,103.63,113.28,40.83
8 days 09:15:00,103.63,113.28,40.83
8 days 09:30:00,103.63,113.27,40.91
8 days 09:45:00,103.63,113.25,40.81
8 days 10:00:00,103.62,113.28,40.82
8 days 10:15:00,103.63,113.27,40.73
8 days 10:30:00,103.63,113.29,40.92
8 days 10:45:00,103.62,113.29,40.77
8 days 11:00:00,103.63,113.28,40.95
8 days 11:15:00,103.63,113.28,40.96
8 days 11:30:00,103.63,113.29,40.94
8 days 11:45:00,103.64,113.28,40.95
8 days 12:00:00,103.64,113.27,40.89
8 days 12:15:00,103.63,113.29,40.95
8 days 12:30:00,103.64,113.26,40.85
8 days 12:45:00,103.64,113.29,40.9
8 days 13:00:00,103.64,113.29,41.07
8 days 13:15:00,103.64,113.25,41.0
8 days 13:30:00,103.64,113.29,40.98
8 days 13:45:00,103.64,113.29,41.13
8 days 14:00:00,103.64,113.29,41.19
8 days 14:15:00,103.63,113.29,41.06
8 days 14:30:00,103.63,113.3,41.07
8 days 14:45:00,103.64,113.31,41.17
8 days 15:00:00,103.64,113.3,41.15
8 days 15:15:00,103.64,113.3,41.11
8 days 15:30:00,103.64,113.26,41.06
8 days 15:45:00,103.63,113.23,40.96
8 days 16:00:00,103.64,113.22,40.8
8 days 16:15:00,103.63,113.28,40.91
8 days 16:30:00,103.64,113.29,40.71
8 days 16:45:00,103.63,113.23,40.8
8 days 17:00:00,103.63,113.26,40.99
8 days 17:15:00,103.63,113.27,41.12
8 days 17:30:00,103.64,113.27,41.0
8 days 17:45:00,103.64,113.29,41.0
8 days 18:00:00,103.63,113.3,41.0
8 days 18:15:00,103.63,113.27,40.95
8 days 18:30:00,103.63,113.26,41.07
8 days 18:45:00,103.64,113.28,41.14
8 days 19:00:00,103.64,113.3,41.26
8 days 19:15:00,103.64,113.28,41.14
8 days 19:30:00,103.65,113.31,41.32
8 days 19:45:00,103.65,113.3,41.39
8 days 20:00:00,103.65,113.32,41.44
8 days 20:15:00,103.65,113.31,41.47
8 days 20:30:00,103.66,113.31,41.48
8 days 20:45:00,103.65,113.31,41.3
8 days 21:00:00,103.65,113.3,41.39
8 days 21:15:00,103.65,113.3,41.36
8 days 21:30:00,103.65,113.31,41.38
8 days 21:45:00,103.65,113.31,41.49
8 days 22:00:00,103.66,113.32,41.53
8 days 22:15:00,103.66,113.32,41.5
8 days 22:30:00,103.66,113.32,41.56
8 days 22:45:00,103.66,113.32,41.57
8 days 23:00:00,103.66,113.32,41.62
8 days 23:15:00,103.66,113.32,41.63
8 days 23:30:00,103.66,113.32,41.61
8 days 23:45:00,103.66,113.32,41.64
9 days 00:00:00,103.66,113.32,41.66
9 days 00:15:00,103.66,113.32,41.66
9 days 00:30:00,103.66,113.32,41.65
9 days 00:45:00,103.66,113.32,41.66
9 days 01:00:00,103.66,113.32,41.67
9 days 01:15:00,103.66,113.32,41.67
9 days 01:30:00,103.66,113.32,41.67
9 days 01:45:00,103.66,113.32,41.68
9 days 02:00:00,103.66,113.32,41.68
9 days 02:15:00,103.66,113.32,41.67
9 days 02:30:00,103.66,113.32,41.66
9 days 02:45:00,103.66,113.32,41.67
9 days 03:00:00,103.66,113.32,41.66
9 days 03:15:00,103.66,113.32,41.65
9 days 03:30:00,103.66,113.32,41.63
9 days 03:45:00,103.66,113.32,41.64
9 days 04:00:00,103.66,113.32,41.6
9 days 04:15:00,103.66,113.32,41.57
9 days 04:30:00,103.66,113.32,41.53
9 days 04:45:00,103.65,113.31,41.44
9 days 05:00:00,103.64,113.29,41.14
9 days 05:15:00,103.64,113.29,41.11
9 days 05:30:00,103.64,113.26,40.9
9 days 05:45:00,103.64,113.26,40.92
9 days 06:00:00,103.65,113.26,40.98
9 days 06:15:00,103.64,113.27,41.07
9 days 06:30:00,103.64,113.29,41.17
9 days 06:45:00,103.64,113.29,41.14
9 days 07:00:00,103.64,113.3,41.13
9 days 07:15:00,103.64,113.3,41.17
9 days 07:30:00,103.65,113.3,41.21
9 days 07:45:00,103.64,113.28,41.2
9 days 08:00:00,103.64,113.29,41.19
9 days 08:15:00,103.64,113.29,41.14
9 days 08:30:00,103.65,113.3,41.21
9 days 08:45:00,103.64,113.3,41.14
9 days 09:00:00,103.64,113.3,41.27
9 days 09:15:00,103.65,113.3,41.25
9 days 09:30:00,103.64,113.29,41.24
9 days 09:45:00,103.65,113.3,41.33
9 days 10:00:00,103.65,113.31,41.3
9 days 10:15:00,103.65,113.31,41.33
9 days 10:30:00,103.65,113.3,41.33
9 days 10:45:00,103.65,113.3,41.32
9 days 11:00:00,103.65,113.3,41.35
9 days 11:15:00,103.65,113.3,41.34
9 days 11:30:00,103.65,113.31,41.33
9 days 11:45:00,103.65,113.3,41.26
9 days 12:00:00,103.65,113.29,41.27
9 days 12:15:00,103.65,113.3,41.39
9 days 12:30:00,103.65,113.3,41.35
9 days 12:45:00,103.65,113.3,41.32
9 days 13:00:00,103.65,113.3,41.38
9 days 13:15:00,103.65,113.31,41.34
9 days 13:30:00,103.65,113.31,41.38
9 days 13:45:00,103.65,113.31,41.44
9 days 14:00:00,103.65,113.31,41.44
9 days 14:15:00,103.65,113.3,41.37
9 days 14:30:00,103.65,113.32,41.43
9 days 14:45:00,103.65,113.31,41.39
9 days 15:00:00,103.65,113.3,41.31
9 days 15:15:00,103.65,113.31,41.39
9 days 15:30:00,103.65,113.31,41.33
9 days 15:45:00,103.65,113.29,41.21
9 days 16:00:00,103.65,113.29,41.25
9 days 16:15:00,103.65,113.27,41.19
9 days 16:30:00,103.65,113.25,41.17
9 days 16:45:00,103.65,113.27,41.19
9 days 17:00:00,103.65,113.27,41.15
9 days 17:15:00,103.65,113.28,41.17
9 days 17:30:00,103.64,113.28,41.15
9 days 17:45:00,103.64,113.27,41.07
9 days 18:00:00,103.64,113.24,41.1
9 days 18:15:00,103.64,113.29,41.17
9 days 18:30:00,103.65,113.28,41.22
9 days 18:45:00,103.64,113.28,41.15
9 days 19:00:00,103.64,113.29,41.15
9 days 19:15:00,103.65,113.28,41.33
9 days 19:30:00,103.65,113.3,41.34
9 days 19:45:00,103.65,113.31,41.36
9 days 20:00:00,103.65,113.31,41.45
9 days 20:15:00,103.65,113.31,41.48
9 days 20:30:00,103.65,113.3,41.43
9 days 20:45:00,103.65,113.3,41.34
9 days 21:00:00,103.65,113.31,41.43
9 days 21:15:00,103.65,113.31,41.46
9 days 21:30:00,103.65,113.31,41.47
9 days 21:45:00,103.66,113.31,41.4
9 days 22:00:00,103.66,113.32,41.53
9 days 22:15:00,103.66,113.32,41.52
9 days 22:30:00,103.66,113.32,41.56
9 days 22:45:00,103.66,113.32,41.6
9 days 23:00:00,103.66,113.32,41.61
9 days 23:15:00,103.66,113.32,41.64
9 days 23:30:00,103.66,113.32,41.65
9 days 23:45:00,103.66,113.32,41.65
10 days 00:00:00,103.66,113.32,41.65
10 days 00:15:00,103.66,113.32,41.66
10 days 00:30:00,103.66,113.32,41.67
10 days 00:45:00,103.66,113.32,41.67
10 days 01:00:00,103.66,113.32,41.68
10 days 01:15:00,103.66,113.32,41.68
10 days 01:30:00,103.66,113.32,41.68
10 days 01:45:00,103.66,113.32,41.68
10 days 02:00:00,103.66,113.32,41.68
10 days 02:15:00,103.66,113.32,41.68
10 days 02:30:00,103.66,113.32,41.68
10 days 02:45:00,103.66,113.32,41.67
10 days 03:00:00,103.66,113.32,41.67
10 days 03:15:00,103.66,113.32,41.66
10 days 03:30:00,103.66,113.32,41.64
10 days 03:45:00,103.66,113.32,41.65
10 days 04:00:00,103.66,113.32,41.59
10 days 04:15:00,103.66,113.32,41.58
10 days 04:30:00,103.66,113.32,41.56
10 days 04:45:00,103.66,113.32,41.53
10 days 05:00:00,103.65,113.31,41.34
10 days 05:15:00,103.64,113.28,41.15
10 days 05:30:00,103.63,113.3,41.12
10 days 05:45:00,103.64,113.3,41.18
10 days 06:00:00,103.64,113.26,41.05
10 days 06:15:00,103.64,113.29,41.17
10 days 06:30:00,103.63,113.29,41.1
10 days 06:45:00,103.64,113.29,41.09
10 days 07:00:00,103.64,113.29,41.13
10 days 07:15:00,103.64,113.28,41.0
10 days 07:30:00,103.64,113.28,41.08
10 days 07:45:00,103.64,113.29,41.22
10 days 08:00:00,103.65,113.28,41.21
10 days 08:15:00,103.64,113.3,41.27
10 days 08:30:00,103.65,113.29,41.13
10 days 08:45:00,103.64,113.29,41.21
10 days 09:00:00,103.65,113.3,41.29
10 days 09:15:00,103.65,113.3,41.26
10 days 09:30:00,103.65,113.3,41.27
10 days 09:45:00,103.65,113.29,41.24
10 days 10:00:00,103.65,113.29,41.24
10 days 10:15:00,103.65,113.3,41.32
10 days 10:30:00,103.65,113.3,41.28
10 days 10:45:00,103.65,113.3,41.37
10 days 11:00:00,103.65,113.3,41.29
10 days 11:15:00,103.65,113.29,41.26
10 days 11:30:00,103.65,113.3,41.3
10 days 11:45:00,103.65,113.3,41.37
10 days 12:00:00,103.65,113.31,41.39
10 days 12:15:00,103.65,113.31,41.43
10 days 12:30:00,103.65,113.31,41.4
10 days 12:45:00,103.65,113.3,41.38
10 days 13:00:00,103.65,113.31,41.43
10 days 13:15:00,103.65,113.31,41.38
10 days 13:30:00,103.65,113.31,41.4
10 days 13:45:00,103.65,113.31,41.41
10 days 14:00:00,103.65,113.3,41.4
10 days 14:15:00,103.65,113.31,41.43
10 days 14:30:00,103.65,113.31,41.43
10 days 14:45:00,103.65,113.3,41.34
10 days 15:00:00,103.65,113.31,41.38
10 days 15:15:00,103.65,113.32,41.37
10 days 15:30:00,103.65,113.31,41.29
10 days 15:45:00,103.65,113.31,41.29
10 days 16:00:00,103.65,113.29,41.3
10 days 16:15:00,103.65,113.3,41.29
10 days 16:30:00,103.65,113.27,41.17
10 days 16:45:00,103.64,113.25,40.95
10 days 17:00:00,103.64,113.27,41.14
10 days 17:15:00,103.64,113.29,41.13
10 days 17:30:00,103.64,113.29,41.16
10 days 17:45:00,103.64,113.29,41.15
10 days 18:00:00,103.64,113.31,41.16
10 days 18:15:00,103.64,113.28,41.16
10 days 18:30:00,103.64,113.25,41.03
10 days 18:45:00,103.64,113.25,41.0
10 days 19:00:00,103.65,113.29,41.27
10 days 19:15:00,103.65,113.28,41.21
10 days 19:30:00,103.65,113.27,41.28
10 days 19:45:00,103.65,113.29,41.38
10 days 20:00:00,103.65,113.3,41.35
10 days 20:15:00,103.65,113.31,41.37
10 days 20:30:00,103.65,113.31,41.45
10 days 20:45:00,103.65,113.32,41.4
10 days 21:00:00,103.65,113.31,41.37
10 days 21:15:00,103.65,113.3,41.37
10 days 21:30:00,103.65,113.31,41.42
10 days 21:45:00,103.65,113.31,41.49
10 days 22:00:00,103.66,113.32,41.53
10 days 22:15:00,103.66,113.32,41.52
10 days 22:30:00,103.66,113.32,41.59
10 days 22:45:00,103.66,113.32,41.57
10 days 23:00:00,103.66,113.32,41.61
10 days 23:15:00,103.66,113.32,41.62
10 days 23:30:00,103.66,113.32,41.66
10 days 23:45:00,103.66,113.32,41.64
11 days 00:00:00,103.66,113.32,41.65
11 days 00:15:00,103.66,113.32,41.66
11 days 00:30:00,103.66,113.32,41.66
11 days 00:45:00,103.66,113.32,41.68
11 days 01:00:00,103.66,113.32,41.67
11 days 01:15:00,103.66,113.32,41.67
11 days 01:30:00,103.66,113.32,41.67
11 days 01:45:00,103.66,113.32,41.68
11 days 02:00:00,103.66,113.32,41.68
11 days 02:15:00,103.66,113.32,41.68
11 days 02:30:00,103.66,113.32,41.67
11 days 02:45:00,103.66,113.32,41.67
11 days 03:00:00,103.66,113.32,41.67
11 days 03:15:00,103.66,113.32,41.66
11 days 03:30:00,103.66,113.32,41.64
11 days 03:45:00,103.66,113.32,41.65
11 days 04:00:00,103.66,113.32,41.61
11 days 04:15:00,103.66,113.32,41.58
11 days 04:30:00,103.66,113.32,41.57
11 days 04:45:00,103.65,113.32,41.47
11 days 05:00:00,103.65,113.32,41.32
11 days 05:15:00,103.64,113.28,41.05
11 days 05:30:00,103.65,113.29,41.17
11 days 05:45:00,103.64,113.29,41.08
11 days 06:00:00,103.64,113.28,41.1
11 days 06:15:00,103.64,113.3,41.23
11 days 06:30:00,103.64,113.3,41.14
11 days 06:45:00,103.64,113.29,41.09
11 days 07:00:00,103.64,113.3,41.21
11 days 07:15:00,103.64,113.27,41.13
11 days 07:30:00,103.64,113.29,41.2
11 days 07:45:00,103.64,113.29,41.13
11 days 08:00:00,103.64,113.29,41.22
11 days 08:15:00,103.64,113.28,41.2
11 days 08:30:00,103.64,113.3,41.16
11 days 08:45:00,103.65,113.29,41.18
11 days 09:00:00,103.64,113.3,41.25
11 days 09:15:00,103.65,113.31,41.34
11 days 09:30:00,103.65,113.29,41.31
11 days 09:45:00,103.65,113.3,41.31
11 days 10:00:00,103.65,113.3,41.32
11 days 10:15:00,103.65,113.31,41.33
11 days 10:30:00,103.65,113.29,41.31
11 days 10:45:00,103.65,113.3,41.29
11 days 11:00:00,103.65,113.31,41.38
11 days 11:15:00,103.65,113.31,41.39
11 days 11:30:00,103.65,113.31,41.3
11 days 11:45:00,103.65,113.31,41.36
11 days 12:00:00,103.65,113.3,41.31
11 days 12:15:00,103.65,113.3,41.35
11 days 12:30:00,103.65,113.3,41.33
11 days 12:45:00,103.65,113.31,41.41
11 days 13:00:00,103.65,113.3,41.37
11 days 13:15:00,103.65,113.31,41.35
11 days 13:30:00,103.65,113.31,41.41
11 days 13:45:00,103.65,113.31,41.42
11 days 14:00:00,103.65,113.3,41.37
11 days 14:15:00,103.65,113.3,41.41
11 days 14:30:00,103.65,113.31,41.41
11 days 14:45:00,103.65,113.31,41.36
11 days 15:00:00,103.65,113.3,41.32
11 days 15:15:00,103.65,113.32,41.36
11 days 15:30:00,103.65,113.31,41.31
11 days 15:45:00,103.65,113.31,41.25
11 days 16:00:00,103.65,113.29,41.25
11 days 16:15:00,103.64,113.29,41.19
11 days 16:30:00,103.65,113.28,41.06
11 days 16:45:00,103.65,113.28,41.09
11 days 17:00:00,103.64,113.3,41.19
11 days 17:15:00,103.64,113.27,41.16
11 days 17:30:00,103.64,113.29,41.22
11 days 17:45:00,103.64,113.3,41.16
11 days 18:00:00,103.64,113.31,41.16
11 days 18:15:00,103.65,113.29,41.16
11 days 18:30:00,103.65,113.28,41.07
11 days 18:45:00,103.64,113.26,41.09
11 days 19:00:00,103.64,113.29,41.18
11 days 19:15:00,103.65,113.29,41.21
11 days 19:30:00,103.65,113.3,41.34
11 days 19:45:00,103.65,113.29,41.37
11 days 20:00:00,103.65,113.28,41.28
11 days 20:15:00,103.65,113.31,41.34
11 days 20:30:00,103.65,113.31,41.43
11 days 20:45:00,103.65,113.29,41.29
11 days 21:00:00,103.65,113.29,41.35
11 days 21:15:00,103.65,113.31,41.4
11 days 21:30:00,103.65,113.31,41.46
11 days 21:45:00,103.65,113.32,41.48
11 days 22:00:00,103.66,113.31,41.52
11 days 22:15:00,103.66,113.32,41.54
11 days 22:30:00,103.66,113.31,41.55
11 days 22:45:00,103.66,113.32,41.59
11 days 23:00:00,103.66,113.32,41.62
11 days 23:15:00,103.66,113.32,41.62
11 days 23:30:00,103.66,113.32,41.64
11 days 23:45:00,103.66,113.32,41.65
12 days 00:00:00,103.66,113.32,41.66
12 days 00:15:00,103.66,113.32,41.67
12 days 00:30:00,103.66,113.32,41.68
12 days 00:45:00,103.66,113.32,41.67
12 days 01:00:00,103.66,113.32,41.67
12 days 01:15:00,103.66,113.32,41.68
12 days 01:30:00,103.66,113.32,41.67
12 days 01:45:00,103.66,113.32,41.67
12 days 02:00:00,103.66,113.32,41.66
12 days 02:15:00,103.66,113.32,41.67
12 days 02:30:00,103.66,113.32,41.67
12 days 02:45:00,103.66,113.32,41.67
12 days 03:00:00,103.66,113.32,41.68
12 days 03:15:00,103.66,113.32,41.66
12 days 03:30:00,103.66,113.32,41.65
12 days 03:45:00,103.66,113.32,41.63
12 days 04:00:00,103.66,113.32,41.61
12 days 04:15:00,103.66,113.32,41.58
12 days 04:30:00,103.66,113.32,41.55
12 days 04:45:00,103.66,113.32,41.53
12 days 05:00:00,103.65,113.31,41.28
12 days 05:15:00,103.64,113.29,41.14
12 days 05:30:00,103.64,113.28,40.97
12 days 05:45:00,103.64,113.27,41.05
12 days 06:00:00,103.65,113.27,41.02
12 days 06:15:00,103.64,113.29,41.14
12 days 06:30:00,103.64,113.31,41.22
12 days 06:45:00,103.64,113.3,41.16
12 days 07:00:00,103.64,113.28,41.16
12 days 07:15:00,103.64,113.28,41.15
12 days 07:30:00,103.64,113.3,41.27
12 days 07:45:00,103.64,113.27,41.04
12 days 08:00:00,103.64,113.29,41.13
12 days 08:15:00,103.64,113.3,41.18
12 days 08:30:00,103.64,113.3,41.2
12 days 08:45:00,103.64,113.28,41.16
12 days 09:00:00,103.64,113.3,41.25
12 days 09:15:00,103.64,113.3,41.28
12 days 09:30:00,103.65,113.3,41.34
12 days 09:45:00,103.65,113.31,41.29
12 days 10:00:00,103.65,113.31,41.32
12 days 10:15:00,103.65,113.3,41.27
12 days 10:30:00,103.65,113.31,41.4
12 days 10:45:00,103.65,113.31,41.37
12 days 11:00:00,103.65,113.31,41.32
12 days 11:15:00,103.65,113.31,41.4
12 days 11:30:00,103.65,113.31,41.35
12 days 11:45:00,103.65,113.3,41.23
12 days 12:00:00,103.65,113.28,41.18
12 days 12:15:00,103.65,113.29,41.25
12 days 12:30:00,103.65,113.31,41.36
12 days 12:45:00,103.65,113.31,41.35
12 days 13:00:00,103.65,113.31,41.38
12 days 13:15:00,103.65,113.31,41.4
12 days 13:30:00,103.65,113.31,41.38
12 days 13:45:00,103.65,113.31,41.4
12 days 14:00:00,103.65,113.31,41.39
12 days 14:15:00,103.65,113.3,41.36
12 days 14:30:00,103.65,113.29,41.35
12 days 14:45:00,103.65,113.31,41.36
12 days 15:00:00,103.65,113.31,41.32
12 days 15:15:00,103.65,113.32,41.29
12 days 15:30:00,103.65,113.32,41.25
12 days 15:45:00,103.65,113.31,41.29
12 days 16:00:00,103.65,113.29,41.22
12 days 16:15:00,103.65,113.31,41.2
12 days 16:30:00,103.65,113.29,41.21
12 days 16:45:00,103.64,113.25,41.04
12 days 17:00:00,103.64,113.29,41.13
12 days 17:15:00,103.65,113.3,41.19
12 days 17:30:00,103.64,113.29,41.0
12 days 17:45:00,103.64,113.28,40.96
12 days 18:00:00,103.65,113.28,41.17
12 days 18:15:00,103.64,113.27,40.98
12 days 18:30:00,103.64,113.29,41.1
12 days 18:45:00,103.64,113.28,41.1
12 days 19:00:00,103.64,113.29,41.14
12 days 19:15:00,103.64,113.3,41.26
12 days 19:30:00,103.65,113.29,41.35
12 days 19:45:00,103.65,113.28,41.37
12 days 20:00:00,103.65,113.3,41.34
12 days 20:15:00,103.65,113.31,41.4
12 days 20:30:00,103.65,113.32,41.44
12 days 20:45:00,103.65,113.3,41.35
12 days 21:00:00,103.65,113.3,41.39
12 days 21:15:00,103.65,113.3,41.37
12 days 21:30:00,103.65,113.32,41.49
12 days 21:45:00,103.66,113.32,41.44
12 days 22:00:00,103.66,113.32,41.51
12 days 22:15:00,103.66,113.32,41.54
12 days 22:30:00,103.66,113.31,41.53
12 days 22:45:00,103.66,113.32,41.57
12 days 23:00:00,103.66,113.32,41.61
12 days 23:15:00,103.66,113.32,41.63
12 days 23:30:00,103.66,113.32,41.65
12 days 23:45:00,103.66,113.32,41.64
13 days 00:00:00,103.66,113.32,41.66
13 days 00:15:00,103.66,113.32,41.66
13 days 00:30:00,103.66,113.32,41.67
